"","code","game_type","rival","pay_competitive","n"
"644","sujeto_0040081","competitive","3","4",8
"645","sujeto_0040081","competitive","4","1",8
"646","sujeto_0040081","competitive","4","2",8
"647","sujeto_0040081","competitive","4","3",8
"648","sujeto_0040081","competitive","4","4",8
"649","sujeto_0048205","competitive","1","1",1
"650","sujeto_0048205","competitive","1","2",8
"651","sujeto_0048205","competitive","1","3",8
"652","sujeto_0048205","competitive","1","4",8
"653","sujeto_0048205","competitive","2","1",1
"654","sujeto_0048205","competitive","2","2",8
"655","sujeto_0048205","competitive","2","3",8
"656","sujeto_0048205","competitive","2","4",8
"657","sujeto_0048205","competitive","3","1",1
"658","sujeto_0048205","competitive","3","2",8
"659","sujeto_0048205","competitive","3","3",8
"660","sujeto_0048205","competitive","3","4",8
"661","sujeto_0048205","competitive","4","1",2
"662","sujeto_0048205","competitive","4","2",8
"663","sujeto_0048205","competitive","4","3",8
"664","sujeto_0048205","competitive","4","4",8
"665","sujeto_0048205","individual","1","1",7
"666","sujeto_0048205","individual","2","1",7
"667","sujeto_0048205","individual","3","1",7
"668","sujeto_0048205","individual","4","1",6
"669","sujeto_0048533","competitive","1","1",7
"670","sujeto_0048533","competitive","1","2",8
"671","sujeto_0048533","competitive","1","3",8
"672","sujeto_0048533","competitive","1","4",8
"673","sujeto_0048533","competitive","2","1",8
"674","sujeto_0048533","competitive","2","2",8
"675","sujeto_0048533","competitive","2","3",8
"676","sujeto_0048533","competitive","2","4",8
"677","sujeto_0048533","competitive","3","1",8
"678","sujeto_0048533","competitive","3","2",8
"679","sujeto_0048533","competitive","3","3",7
"680","sujeto_0048533","competitive","3","4",8
"681","sujeto_0048533","competitive","4","1",8
"682","sujeto_0048533","competitive","4","2",8
"683","sujeto_0048533","competitive","4","3",8
"684","sujeto_0048533","competitive","4","4",8
"685","sujeto_0048533","individual","1","1",1
"686","sujeto_0048533","individual","3","3",1
"687","sujeto_0049193","competitive","1","1",6
"688","sujeto_0049193","competitive","1","2",5
"689","sujeto_0049193","competitive","1","3",6
"690","sujeto_0049193","competitive","1","4",6
"691","sujeto_0049193","competitive","2","1",7
"692","sujeto_0049193","competitive","2","2",4
"693","sujeto_0049193","competitive","2","3",7
"694","sujeto_0049193","competitive","2","4",7
"695","sujeto_0049193","competitive","3","1",5
"696","sujeto_0049193","competitive","3","2",6
"697","sujeto_0049193","competitive","3","3",6
"698","sujeto_0049193","competitive","3","4",5
"699","sujeto_0049193","competitive","4","1",3
"700","sujeto_0049193","competitive","4","2",2
"701","sujeto_0049193","competitive","4","3",3
"702","sujeto_0049193","competitive","4","4",6
"703","sujeto_0049193","individual","1","1",2
"704","sujeto_0049193","individual","1","2",3
"705","sujeto_0049193","individual","1","3",2
"706","sujeto_0049193","individual","1","4",2
"707","sujeto_0049193","individual","2","1",1
"708","sujeto_0049193","individual","2","2",4
"709","sujeto_0049193","individual","2","3",1
"710","sujeto_0049193","individual","2","4",1
"711","sujeto_0049193","individual","3","1",3
"712","sujeto_0049193","individual","3","2",2
"713","sujeto_0049193","individual","3","3",2
"714","sujeto_0049193","individual","3","4",3
"715","sujeto_0049193","individual","4","1",5
"716","sujeto_0049193","individual","4","2",6
"717","sujeto_0049193","individual","4","3",5
"718","sujeto_0049193","individual","4","4",2
"719","sujeto_0050473","competitive","1","1",8
"720","sujeto_0050473","competitive","1","2",8
"721","sujeto_0050473","competitive","1","3",8
"722","sujeto_0050473","competitive","1","4",8
"723","sujeto_0050473","competitive","2","1",8
"724","sujeto_0050473","competitive","2","2",8
"725","sujeto_0050473","competitive","2","3",8
"726","sujeto_0050473","competitive","2","4",8
"727","sujeto_0050473","competitive","3","1",8
"728","sujeto_0050473","competitive","3","2",8
"729","sujeto_0050473","competitive","3","3",8
"730","sujeto_0050473","competitive","3","4",8
"731","sujeto_0050473","competitive","4","1",8
"732","sujeto_0050473","competitive","4","2",8
"733","sujeto_0050473","competitive","4","3",8
"734","sujeto_0050473","competitive","4","4",8
"735","sujeto_0051018","competitive","1","1",7
"736","sujeto_0051018","competitive","1","2",8
"737","sujeto_0051018","competitive","1","3",7
"738","sujeto_0051018","competitive","1","4",8
"739","sujeto_0051018","competitive","2","1",5
"740","sujeto_0051018","competitive","2","2",7
"741","sujeto_0051018","competitive","2","3",8
"742","sujeto_0051018","competitive","2","4",7
"743","sujeto_0051018","competitive","3","1",5
"744","sujeto_0051018","competitive","3","2",7
"745","sujeto_0051018","competitive","3","3",7
"746","sujeto_0051018","competitive","3","4",8
"747","sujeto_0051018","competitive","4","1",5
"748","sujeto_0051018","competitive","4","2",7
"749","sujeto_0051018","competitive","4","3",8
"750","sujeto_0051018","competitive","4","4",8
"751","sujeto_0051018","individual","1","1",1
"752","sujeto_0051018","individual","2","1",2
"753","sujeto_0051018","individual","2","2",1
"754","sujeto_0051018","individual","2","4",1
"755","sujeto_0051018","individual","3","1",3
"756","sujeto_0051018","individual","3","2",1
"757","sujeto_0051018","individual","3","3",1
"758","sujeto_0051018","individual","4","1",3
"759","sujeto_0051018","individual","4","2",1
"760","sujeto_0053568","competitive","1","1",8
"761","sujeto_0053568","competitive","1","2",8
"762","sujeto_0053568","competitive","1","3",8
"763","sujeto_0053568","competitive","1","4",8
"764","sujeto_0053568","competitive","2","1",4
"765","sujeto_0053568","competitive","2","2",8
"766","sujeto_0053568","competitive","2","3",8
"767","sujeto_0053568","competitive","2","4",8
"768","sujeto_0053568","competitive","3","1",4
"769","sujeto_0053568","competitive","3","2",8
"770","sujeto_0053568","competitive","3","3",8
"771","sujeto_0053568","competitive","3","4",8
"772","sujeto_0053568","competitive","4","1",3
"773","sujeto_0053568","competitive","4","2",8
"774","sujeto_0053568","competitive","4","3",8
"775","sujeto_0053568","competitive","4","4",8
"776","sujeto_0053568","individual","2","1",4
"777","sujeto_0053568","individual","3","1",4
"778","sujeto_0053568","individual","4","1",5
"779","sujeto_0053790","competitive","1","1",7
"780","sujeto_0053790","competitive","1","2",8
"781","sujeto_0053790","competitive","1","3",8
"782","sujeto_0053790","competitive","1","4",8
"783","sujeto_0053790","competitive","2","1",8
"784","sujeto_0053790","competitive","2","2",8
"785","sujeto_0053790","competitive","2","3",7
"786","sujeto_0053790","competitive","2","4",7
"787","sujeto_0053790","competitive","3","1",5
"788","sujeto_0053790","competitive","3","2",7
"789","sujeto_0053790","competitive","3","3",7
"790","sujeto_0053790","competitive","3","4",8
"791","sujeto_0053790","competitive","4","2",6
"792","sujeto_0053790","competitive","4","3",8
"793","sujeto_0053790","competitive","4","4",7
"794","sujeto_0053790","individual","1","1",1
"795","sujeto_0053790","individual","2","3",1
"796","sujeto_0053790","individual","2","4",1
"797","sujeto_0053790","individual","3","1",3
"798","sujeto_0053790","individual","3","2",1
"799","sujeto_0053790","individual","3","3",1
"800","sujeto_0053790","individual","4","1",8
"801","sujeto_0053790","individual","4","2",2
"802","sujeto_0053790","individual","4","4",1
"803","sujeto_0058378","competitive","1","1",8
"804","sujeto_0058378","competitive","1","2",8
"805","sujeto_0058378","competitive","1","3",8
"806","sujeto_0058378","competitive","1","4",8
"807","sujeto_0058378","competitive","2","1",8
"808","sujeto_0058378","competitive","2","2",8
"809","sujeto_0058378","competitive","2","3",8
"810","sujeto_0058378","competitive","2","4",8
"811","sujeto_0058378","competitive","3","1",8
"812","sujeto_0058378","competitive","3","2",8
"813","sujeto_0058378","competitive","3","3",8
"814","sujeto_0058378","competitive","3","4",8
"815","sujeto_0058378","competitive","4","1",8
"816","sujeto_0058378","competitive","4","2",8
"817","sujeto_0058378","competitive","4","3",8
"818","sujeto_0058378","competitive","4","4",8
"819","sujeto_005868","competitive","1","1",3
"820","sujeto_005868","competitive","1","2",8
"821","sujeto_005868","competitive","1","3",8
"822","sujeto_005868","competitive","1","4",8
"823","sujeto_005868","competitive","2","1",1
"824","sujeto_005868","competitive","2","2",8
"825","sujeto_005868","competitive","2","3",8
"826","sujeto_005868","competitive","2","4",8
"827","sujeto_005868","competitive","3","2",6
"828","sujeto_005868","competitive","3","3",8
"829","sujeto_005868","competitive","3","4",8
"830","sujeto_005868","competitive","4","2",4
"831","sujeto_005868","competitive","4","3",8
"832","sujeto_005868","competitive","4","4",8
"833","sujeto_005868","individual","1","1",5
"834","sujeto_005868","individual","2","1",7
"835","sujeto_005868","individual","3","1",8
"836","sujeto_005868","individual","3","2",2
"837","sujeto_005868","individual","4","1",8
"838","sujeto_005868","individual","4","2",4
"839","sujeto_0065422","competitive","1","1",8
"840","sujeto_0065422","competitive","1","2",8
"841","sujeto_0065422","competitive","1","3",8
"842","sujeto_0065422","competitive","1","4",8
"843","sujeto_0065422","competitive","2","1",7
"844","sujeto_0065422","competitive","2","2",8
"845","sujeto_0065422","competitive","2","3",8
"846","sujeto_0065422","competitive","2","4",8
"847","sujeto_0065422","competitive","3","1",8
"848","sujeto_0065422","competitive","3","2",8
"849","sujeto_0065422","competitive","3","3",8
"850","sujeto_0065422","competitive","3","4",8
"851","sujeto_0065422","competitive","4","1",8
"852","sujeto_0065422","competitive","4","2",8
"853","sujeto_0065422","competitive","4","3",8
"854","sujeto_0065422","competitive","4","4",7
"855","sujeto_0065422","individual","2","1",1
"856","sujeto_0065422","individual","4","4",1
"857","sujeto_0066360","competitive","1","1",8
"858","sujeto_0066360","competitive","1","2",8
"859","sujeto_0066360","competitive","1","3",8
"860","sujeto_0066360","competitive","1","4",8
"861","sujeto_0066360","competitive","2","1",8
"862","sujeto_0066360","competitive","2","2",8
"863","sujeto_0066360","competitive","2","3",8
"864","sujeto_0066360","competitive","2","4",8
"865","sujeto_0066360","competitive","3","1",8
"866","sujeto_0066360","competitive","3","2",8
"867","sujeto_0066360","competitive","3","3",8
"868","sujeto_0066360","competitive","3","4",8
"869","sujeto_0066360","competitive","4","1",7
"870","sujeto_0066360","competitive","4","2",8
"871","sujeto_0066360","competitive","4","3",8
"872","sujeto_0066360","competitive","4","4",8
"873","sujeto_0066360","individual","4","1",1
"874","sujeto_0067839","competitive","1","1",6
"875","sujeto_0067839","competitive","1","2",8
"876","sujeto_0067839","competitive","1","3",8
"877","sujeto_0067839","competitive","1","4",8
"878","sujeto_0067839","competitive","2","1",4
"879","sujeto_0067839","competitive","2","2",8
"880","sujeto_0067839","competitive","2","3",8
"881","sujeto_0067839","competitive","2","4",8
"882","sujeto_0067839","competitive","3","1",2
"883","sujeto_0067839","competitive","3","2",1
"884","sujeto_0067839","competitive","3","3",7
"885","sujeto_0067839","competitive","3","4",7
"886","sujeto_0067839","competitive","4","2",1
"887","sujeto_0067839","competitive","4","3",6
"888","sujeto_0067839","competitive","4","4",5
"889","sujeto_0067839","individual","1","1",2
"890","sujeto_0067839","individual","2","1",4
"891","sujeto_0067839","individual","3","1",6
"892","sujeto_0067839","individual","3","2",6
"893","sujeto_0067839","individual","3","3",1
"894","sujeto_0067839","individual","3","4",1
"895","sujeto_0067839","individual","4","1",8
"896","sujeto_0067839","individual","4","2",7
"897","sujeto_0067839","individual","4","3",2
"898","sujeto_0067839","individual","4","4",3
"899","sujeto_0068071","competitive","1","2",8
"900","sujeto_0068071","competitive","1","3",8
"901","sujeto_0068071","competitive","1","4",8
"902","sujeto_0068071","competitive","2","1",1
"903","sujeto_0068071","competitive","2","2",8
"904","sujeto_0068071","competitive","2","3",8
"905","sujeto_0068071","competitive","2","4",8
"906","sujeto_0068071","competitive","3","1",1
"907","sujeto_0068071","competitive","3","2",8
"908","sujeto_0068071","competitive","3","3",8
"909","sujeto_0068071","competitive","3","4",7
"910","sujeto_0068071","competitive","4","2",7
"911","sujeto_0068071","competitive","4","3",8
"912","sujeto_0068071","competitive","4","4",8
"913","sujeto_0068071","individual","1","1",8
"914","sujeto_0068071","individual","2","1",7
"915","sujeto_0068071","individual","3","1",7
"916","sujeto_0068071","individual","3","4",1
"917","sujeto_0068071","individual","4","1",8
"918","sujeto_0068784","competitive","1","1",5
"919","sujeto_0068784","competitive","1","2",7
"920","sujeto_0068784","competitive","1","3",8
"921","sujeto_0068784","competitive","1","4",8
"922","sujeto_0068784","competitive","2","1",6
"923","sujeto_0068784","competitive","2","2",7
"924","sujeto_0068784","competitive","2","3",8
"925","sujeto_0068784","competitive","2","4",7
"926","sujeto_0068784","competitive","3","1",5
"927","sujeto_0068784","competitive","3","2",7
"928","sujeto_0068784","competitive","3","3",8
"929","sujeto_0068784","competitive","3","4",8
"930","sujeto_0068784","competitive","4","1",5
"931","sujeto_0068784","competitive","4","2",8
"932","sujeto_0068784","competitive","4","3",7
"933","sujeto_0068784","competitive","4","4",8
"934","sujeto_0068784","individual","1","1",3
"935","sujeto_0068784","individual","1","2",1
"936","sujeto_0068784","individual","2","1",2
"937","sujeto_0068784","individual","2","2",1
"938","sujeto_0068784","individual","2","4",1
"939","sujeto_0068784","individual","3","1",3
"940","sujeto_0068784","individual","3","2",1
"941","sujeto_0068784","individual","4","1",3
"942","sujeto_0068784","individual","4","3",1
"943","sujeto_0071765","competitive","1","1",4
"944","sujeto_0071765","competitive","1","2",8
"945","sujeto_0071765","competitive","1","3",8
"946","sujeto_0071765","competitive","1","4",7
"947","sujeto_0071765","competitive","2","1",3
"948","sujeto_0071765","competitive","2","2",4
"949","sujeto_0071765","competitive","2","3",7
"950","sujeto_0071765","competitive","2","4",8
"951","sujeto_0071765","competitive","3","1",1
"952","sujeto_0071765","competitive","3","2",2
"953","sujeto_0071765","competitive","3","3",7
"954","sujeto_0071765","competitive","3","4",7
"955","sujeto_0071765","competitive","4","1",1
"956","sujeto_0071765","competitive","4","3",3
"957","sujeto_0071765","competitive","4","4",7
"958","sujeto_0071765","individual","1","1",4
"959","sujeto_0071765","individual","1","4",1
"960","sujeto_0071765","individual","2","1",5
"961","sujeto_0071765","individual","2","2",4
"962","sujeto_0071765","individual","2","3",1
"963","sujeto_0071765","individual","3","1",7
"964","sujeto_0071765","individual","3","2",6
"965","sujeto_0071765","individual","3","3",1
"966","sujeto_0071765","individual","3","4",1
"967","sujeto_0071765","individual","4","1",7
"968","sujeto_0071765","individual","4","2",8
"969","sujeto_0071765","individual","4","3",5
"970","sujeto_0071765","individual","4","4",1
"971","sujeto_0073050","competitive","1","1",7
"972","sujeto_0073050","competitive","1","2",8
"973","sujeto_0073050","competitive","1","3",8
"974","sujeto_0073050","competitive","1","4",7
"975","sujeto_0073050","competitive","2","1",8
"976","sujeto_0073050","competitive","2","2",8
"977","sujeto_0073050","competitive","2","3",8
"978","sujeto_0073050","competitive","2","4",8
"979","sujeto_0073050","competitive","3","1",8
"980","sujeto_0073050","competitive","3","2",8
"981","sujeto_0073050","competitive","3","3",8
"982","sujeto_0073050","competitive","3","4",8
"983","sujeto_0073050","competitive","4","1",8
"984","sujeto_0073050","competitive","4","2",7
"985","sujeto_0073050","competitive","4","3",8
"986","sujeto_0073050","competitive","4","4",7
"987","sujeto_0073050","individual","1","1",1
"988","sujeto_0073050","individual","1","4",1
"989","sujeto_0073050","individual","4","2",1
"990","sujeto_0073105","competitive","1","2",7
"991","sujeto_0073105","competitive","1","3",8
"992","sujeto_0073105","competitive","1","4",8
"993","sujeto_0073105","competitive","2","2",8
"994","sujeto_0073105","competitive","2","3",7
"995","sujeto_0073105","competitive","2","4",8
"996","sujeto_0073105","competitive","3","2",8
"997","sujeto_0073105","competitive","3","3",6
"998","sujeto_0073105","competitive","3","4",7
"999","sujeto_0073105","competitive","4","2",8
"1000","sujeto_0073105","competitive","4","3",8
"1001","sujeto_0073105","competitive","4","4",8
"1002","sujeto_0073105","individual","1","1",7
"1003","sujeto_0073105","individual","2","1",8
"1004","sujeto_0073105","individual","3","1",7
"1005","sujeto_0073105","individual","3","4",1
"1006","sujeto_0073105","individual","4","1",8
"1007","sujeto_0073942","competitive","1","1",8
"1008","sujeto_0073942","competitive","1","2",8
"1009","sujeto_0073942","competitive","1","3",7
"1010","sujeto_0073942","competitive","1","4",7
"1011","sujeto_0073942","competitive","2","1",8
"1012","sujeto_0073942","competitive","2","2",8
"1013","sujeto_0073942","competitive","2","3",8
"1014","sujeto_0073942","competitive","2","4",8
"1015","sujeto_0073942","competitive","3","1",4
"1016","sujeto_0073942","competitive","3","2",8
"1017","sujeto_0073942","competitive","3","3",7
"1018","sujeto_0073942","competitive","3","4",6
"1019","sujeto_0073942","competitive","4","1",5
"1020","sujeto_0073942","competitive","4","2",7
"1021","sujeto_0073942","competitive","4","3",5
"1022","sujeto_0073942","competitive","4","4",5
"1023","sujeto_0073942","individual","1","3",1
"1024","sujeto_0073942","individual","1","4",1
"1025","sujeto_0073942","individual","3","1",4
"1026","sujeto_0073942","individual","3","3",1
"1027","sujeto_0073942","individual","3","4",2
"1028","sujeto_0073942","individual","4","1",3
"1029","sujeto_0073942","individual","4","2",1
"1030","sujeto_0073942","individual","4","3",3
"1031","sujeto_0073942","individual","4","4",3
"1032","sujeto_0074431","competitive","1","1",1
"1033","sujeto_0074431","competitive","1","2",8
"1034","sujeto_0074431","competitive","1","3",8
"1035","sujeto_0074431","competitive","1","4",8
"1036","sujeto_0074431","competitive","2","1",1
"1037","sujeto_0074431","competitive","2","2",8
"1038","sujeto_0074431","competitive","2","3",8
"1039","sujeto_0074431","competitive","2","4",8
"1040","sujeto_0074431","competitive","3","1",1
"1041","sujeto_0074431","competitive","3","2",8
"1042","sujeto_0074431","competitive","3","3",8
"1043","sujeto_0074431","competitive","3","4",7
"1044","sujeto_0074431","competitive","4","1",2
"1045","sujeto_0074431","competitive","4","2",7
"1046","sujeto_0074431","competitive","4","3",8
"1047","sujeto_0074431","competitive","4","4",8
"1048","sujeto_0074431","individual","1","1",7
"1049","sujeto_0074431","individual","2","1",7
"1050","sujeto_0074431","individual","3","1",7
"1051","sujeto_0074431","individual","3","4",1
"1052","sujeto_0074431","individual","4","1",6
"1053","sujeto_0074431","individual","4","2",1
"1054","sujeto_0074535","competitive","1","2",2
"1055","sujeto_0074535","competitive","1","3",8
"1056","sujeto_0074535","competitive","1","4",8
"1057","sujeto_0074535","competitive","2","2",1
"1058","sujeto_0074535","competitive","2","3",8
"1059","sujeto_0074535","competitive","2","4",8
"1060","sujeto_0074535","competitive","3","2",2
"1061","sujeto_0074535","competitive","3","3",8
"1062","sujeto_0074535","competitive","3","4",8
"1063","sujeto_0074535","competitive","4","1",1
"1064","sujeto_0074535","competitive","4","2",1
"1065","sujeto_0074535","competitive","4","3",8
"1066","sujeto_0074535","competitive","4","4",7
"1067","sujeto_0074535","individual","1","1",8
"1068","sujeto_0074535","individual","1","2",6
"1069","sujeto_0074535","individual","2","1",8
"1070","sujeto_0074535","individual","2","2",7
"1071","sujeto_0074535","individual","3","1",8
"1072","sujeto_0074535","individual","3","2",6
"1073","sujeto_0074535","individual","4","1",7
"1074","sujeto_0074535","individual","4","2",7
"1075","sujeto_0074535","individual","4","4",1
"1076","sujeto_02de544a","competitive","1","1",7
"1077","sujeto_02de544a","competitive","1","2",7
"1078","sujeto_02de544a","competitive","1","3",8
"1079","sujeto_02de544a","competitive","1","4",8
"1080","sujeto_02de544a","competitive","2","1",7
"1081","sujeto_02de544a","competitive","2","2",8
"1082","sujeto_02de544a","competitive","2","3",8
"1083","sujeto_02de544a","competitive","2","4",8
"1084","sujeto_02de544a","competitive","3","2",7
"1085","sujeto_02de544a","competitive","3","3",7
"1086","sujeto_02de544a","competitive","3","4",8
"1087","sujeto_02de544a","competitive","4","2",1
"1088","sujeto_02de544a","competitive","4","3",7
"1089","sujeto_02de544a","competitive","4","4",8
"1090","sujeto_02de544a","individual","1","1",1
"1091","sujeto_02de544a","individual","1","2",1
"1092","sujeto_02de544a","individual","2","1",1
"1093","sujeto_02de544a","individual","3","1",8
"1094","sujeto_02de544a","individual","3","2",1
"1095","sujeto_02de544a","individual","3","3",1
"1096","sujeto_02de544a","individual","4","1",8
"1097","sujeto_02de544a","individual","4","2",7
"1098","sujeto_02de544a","individual","4","3",1
"1099","sujeto_06da9741","competitive","1","1",7
"1100","sujeto_06da9741","competitive","1","2",7
"1101","sujeto_06da9741","competitive","1","3",8
"1102","sujeto_06da9741","competitive","1","4",8
"1103","sujeto_06da9741","competitive","2","1",2
"1104","sujeto_06da9741","competitive","2","2",8
"1105","sujeto_06da9741","competitive","2","3",8
"1106","sujeto_06da9741","competitive","2","4",8
"1107","sujeto_06da9741","competitive","3","1",1
"1108","sujeto_06da9741","competitive","3","2",8
"1109","sujeto_06da9741","competitive","3","3",8
"1110","sujeto_06da9741","competitive","3","4",7
"1111","sujeto_06da9741","competitive","4","1",5
"1112","sujeto_06da9741","competitive","4","2",7
"1113","sujeto_06da9741","competitive","4","3",8
"1114","sujeto_06da9741","competitive","4","4",8
"1115","sujeto_06da9741","individual","1","1",1
"1116","sujeto_06da9741","individual","1","2",1
"1117","sujeto_06da9741","individual","2","1",6
"1118","sujeto_06da9741","individual","3","1",7
"1119","sujeto_06da9741","individual","3","4",1
"1120","sujeto_06da9741","individual","4","1",3
"1121","sujeto_06da9741","individual","4","2",1
"1122","sujeto_07280530","competitive","1","1",8
"1123","sujeto_07280530","competitive","1","2",8
"1124","sujeto_07280530","competitive","1","3",8
"1125","sujeto_07280530","competitive","1","4",7
"1126","sujeto_07280530","competitive","2","1",8
"1127","sujeto_07280530","competitive","2","2",8
"1128","sujeto_07280530","competitive","2","3",8
"1129","sujeto_07280530","competitive","2","4",8
"1130","sujeto_07280530","competitive","3","1",8
"1131","sujeto_07280530","competitive","3","2",8
"1132","sujeto_07280530","competitive","3","3",8
"1133","sujeto_07280530","competitive","3","4",8
"1134","sujeto_07280530","competitive","4","1",8
"1135","sujeto_07280530","competitive","4","2",8
"1136","sujeto_07280530","competitive","4","3",8
"1137","sujeto_07280530","competitive","4","4",8
"1138","sujeto_07280530","individual","1","4",1
"1139","sujeto_077f2b56","competitive","1","1",8
"1140","sujeto_077f2b56","competitive","1","2",7
"1141","sujeto_077f2b56","competitive","1","3",8
"1142","sujeto_077f2b56","competitive","1","4",8
"1143","sujeto_077f2b56","competitive","2","1",8
"1144","sujeto_077f2b56","competitive","2","2",8
"1145","sujeto_077f2b56","competitive","2","3",8
"1146","sujeto_077f2b56","competitive","2","4",8
"1147","sujeto_077f2b56","competitive","3","1",8
"1148","sujeto_077f2b56","competitive","3","2",8
"1149","sujeto_077f2b56","competitive","3","3",8
"1150","sujeto_077f2b56","competitive","3","4",8
"1151","sujeto_077f2b56","competitive","4","1",8
"1152","sujeto_077f2b56","competitive","4","2",8
"1153","sujeto_077f2b56","competitive","4","3",8
"1154","sujeto_077f2b56","competitive","4","4",8
"1155","sujeto_0bf947ec","competitive","1","1",8
"1156","sujeto_0bf947ec","competitive","1","2",8
"1157","sujeto_0bf947ec","competitive","1","3",8
"1158","sujeto_0bf947ec","competitive","1","4",8
"1159","sujeto_0bf947ec","competitive","2","1",8
"1160","sujeto_0bf947ec","competitive","2","2",8
"1161","sujeto_0bf947ec","competitive","2","3",8
"1162","sujeto_0bf947ec","competitive","2","4",8
"1163","sujeto_0bf947ec","competitive","3","1",7
"1164","sujeto_0bf947ec","competitive","3","2",8
"1165","sujeto_0bf947ec","competitive","3","3",8
"1166","sujeto_0bf947ec","competitive","3","4",8
"1167","sujeto_0bf947ec","competitive","4","1",8
"1168","sujeto_0bf947ec","competitive","4","2",8
"1169","sujeto_0bf947ec","competitive","4","3",8
"1170","sujeto_0bf947ec","competitive","4","4",8
"1171","sujeto_0bf947ec","individual","3","1",1
"1172","sujeto_0d6a2bd1","competitive","1","1",1
"1173","sujeto_0d6a2bd1","competitive","2","2",1
"1174","sujeto_0d6a2bd1","individual","1","1",7
"1175","sujeto_0d6a2bd1","individual","1","2",8
"1176","sujeto_0d6a2bd1","individual","1","3",8
"1177","sujeto_0d6a2bd1","individual","1","4",8
"1178","sujeto_0d6a2bd1","individual","2","1",8
"1179","sujeto_0d6a2bd1","individual","2","2",7
"1180","sujeto_0d6a2bd1","individual","2","3",8
"1181","sujeto_0d6a2bd1","individual","2","4",8
"1182","sujeto_0d6a2bd1","individual","3","1",8
"1183","sujeto_0d6a2bd1","individual","3","2",8
"1184","sujeto_0d6a2bd1","individual","3","3",8
"1185","sujeto_0d6a2bd1","individual","3","4",8
"1186","sujeto_0d6a2bd1","individual","4","1",8
"1187","sujeto_0d6a2bd1","individual","4","2",8
"1188","sujeto_0d6a2bd1","individual","4","3",8
"1189","sujeto_0d6a2bd1","individual","4","4",8
"1190","sujeto_11124bad","competitive","1","1",8
"1191","sujeto_11124bad","competitive","1","2",8
"1192","sujeto_11124bad","competitive","1","3",8
"1193","sujeto_11124bad","competitive","1","4",8
"1194","sujeto_11124bad","competitive","2","1",8
"1195","sujeto_11124bad","competitive","2","2",8
"1196","sujeto_11124bad","competitive","2","3",8
"1197","sujeto_11124bad","competitive","2","4",8
"1198","sujeto_11124bad","competitive","3","1",8
"1199","sujeto_11124bad","competitive","3","2",8
"1200","sujeto_11124bad","competitive","3","3",8
"1201","sujeto_11124bad","competitive","3","4",8
"1202","sujeto_11124bad","competitive","4","1",8
"1203","sujeto_11124bad","competitive","4","2",8
"1204","sujeto_11124bad","competitive","4","3",8
"1205","sujeto_11124bad","competitive","4","4",8
"1206","sujeto_151573d2","competitive","1","1",8
"1207","sujeto_151573d2","competitive","1","2",8
"1208","sujeto_151573d2","competitive","1","3",8
"1209","sujeto_151573d2","competitive","1","4",8
"1210","sujeto_151573d2","competitive","2","1",5
"1211","sujeto_151573d2","competitive","2","2",8
"1212","sujeto_151573d2","competitive","2","3",8
"1213","sujeto_151573d2","competitive","2","4",8
"1214","sujeto_151573d2","competitive","3","1",4
"1215","sujeto_151573d2","competitive","3","2",4
"1216","sujeto_151573d2","competitive","3","3",7
"1217","sujeto_151573d2","competitive","3","4",8
"1218","sujeto_151573d2","competitive","4","1",4
"1219","sujeto_151573d2","competitive","4","2",4
"1220","sujeto_151573d2","competitive","4","3",8
"1221","sujeto_151573d2","competitive","4","4",8
"1222","sujeto_151573d2","individual","2","1",3
"1223","sujeto_151573d2","individual","3","1",4
"1224","sujeto_151573d2","individual","3","2",4
"1225","sujeto_151573d2","individual","4","1",4
"1226","sujeto_151573d2","individual","4","2",4
"1227","sujeto_18c10e9c","competitive","1","1",7
"1228","sujeto_18c10e9c","competitive","1","2",8
"1229","sujeto_18c10e9c","competitive","1","3",8
"1230","sujeto_18c10e9c","competitive","1","4",6
"1231","sujeto_18c10e9c","competitive","2","1",4
"1232","sujeto_18c10e9c","competitive","2","2",7
"1233","sujeto_18c10e9c","competitive","2","3",8
"1234","sujeto_18c10e9c","competitive","2","4",8
"1235","sujeto_18c10e9c","competitive","3","1",3
"1236","sujeto_18c10e9c","competitive","3","2",3
"1237","sujeto_18c10e9c","competitive","3","3",7
"1238","sujeto_18c10e9c","competitive","3","4",8
"1239","sujeto_18c10e9c","competitive","4","1",1
"1240","sujeto_18c10e9c","competitive","4","2",4
"1241","sujeto_18c10e9c","competitive","4","3",7
"1242","sujeto_18c10e9c","competitive","4","4",8
"1243","sujeto_18c10e9c","individual","1","1",1
"1244","sujeto_18c10e9c","individual","1","4",2
"1245","sujeto_18c10e9c","individual","2","1",4
"1246","sujeto_18c10e9c","individual","2","2",1
"1247","sujeto_18c10e9c","individual","3","1",5
"1248","sujeto_18c10e9c","individual","3","2",5
"1249","sujeto_18c10e9c","individual","3","3",1
"1250","sujeto_18c10e9c","individual","4","1",7
"1251","sujeto_18c10e9c","individual","4","2",4
"1252","sujeto_18c10e9c","individual","4","3",1
"1253","sujeto_1bb5ad4b","competitive","1","1",8
"1254","sujeto_1bb5ad4b","competitive","1","2",7
"1255","sujeto_1bb5ad4b","competitive","1","3",6
"1256","sujeto_1bb5ad4b","competitive","1","4",7
"1257","sujeto_1bb5ad4b","competitive","2","1",7
"1258","sujeto_1bb5ad4b","competitive","2","2",8
